Date, Close,Volume
"Jan 21 2014",33.75,28752118
"Jan 20 2014",33.48,33656244
"Jan 17 2014",34.38,30300286
"Jan 16 2014",34.40,27486486
"Jan 15 2014",34.32,20595126
"Jan 14 2014",33.88,24991592
"Jan 13 2014",33.62,12369722
"Jan 10 2014",33.55,18544128
"Jan 9 2014",33.55,30815846
"Jan 8 2014",34.05,33614164
"Jan 7 2014",32.98,27210380
"Jan 6 2014",33.38,20137104
"Jan 3 2014",33.65,26016188
"Jan 2 2014",34.25,20240744
"Dec 31 2013",34.82,15499594
"Dec 30 2013",34.80,18775710
"Dec 27 2013",34.90,24756990
"Dec 24 2013",34.98,20259192
"Dec 23 2013",34.15,36173718
"Dec 20 2013",33.62,91942006
"Dec 19 2013",35.25,38281958
"Dec 18 2013",36.22,26223360
"Dec 17 2013",35.45,27140232
"Dec 16 2013",35.52,28798272
"Dec 13 2013",36.40,35312896
"Dec 12 2013",36.32,31201368
"Dec 11 2013",36.40,45962150
"Dec 10 2013",37.82,18373046
"Dec 9 2013",37.98,27506408
"Dec 6 2013",37.15,23297036
"Dec 5 2013",37.52,20077330
"Dec 4 2013",37.55,35161368
"Dec 3 2013",37.12,27448454
"Dec 2 2013",37.68,50586538
"Nov 29 2013",36.12,19834806
"Nov 28 2013",35.80,26976396
"Nov 27 2013",36.28,23867548
"Nov 26 2013",36.00,28376946
"Nov 25 2013",36.08,39457026
"Nov 22 2013",36.58,74351132
"Nov 21 2013",35.55,45707394
"Nov 20 2013",35.70,50373700
"Nov 19 2013",34.95,102544802
"Nov 18 2013",34.75,150155138
"Nov 15 2013",31.72,44123256
"Nov 14 2013",30.68,16722338
"Nov 13 2013",30.40,31521284
"Nov 12 2013",31.10,19243356
"Nov 11 2013",31.25,25313580
"Nov 8 2013",30.48,23080568
"Nov 7 2013",30.42,14975288
"Nov 6 2013",30.62,20539740
"Nov 5 2013",30.52,18843176
"Nov 4 2013",30.68,21251590
"Nov 1 2013",30.72,22464706
"Oct 31 2013",30.52,46034838
"Oct 30 2013",30.38,71200086
"Oct 29 2013",29.25,27514402
"Oct 28 2013",28.98,33041228
"Oct 25 2013",28.48,26068382
"Oct 24 2013",28.72,21578820
"Oct 23 2013",28.95,33577988
"Oct 22 2013",29.08,11523208
"Oct 21 2013",29.30,11915066
"Oct 18 2013",29.28,10291514
"Oct 17 2013",29.05,14261778
"Oct 16 2013",29.35,14484376
"Oct 15 2013",29.50,16844358
"Oct 11 2013",29.08,19982396
"Oct 10 2013",28.60,22481414
"Oct 9 2013",28.90,14982628
"Oct 8 2013",29.40,17417268
"Oct 7 2013",29.22,13285180
"Oct 4 2013",29.50,12771980
"Oct 3 2013",29.45,15901432
"Oct 2 2013",28.92,17220822
"Sep 30 2013",28.82,21135788
"Sep 27 2013",29.38,20161282
"Sep 26 2013",29.20,24499018
"Sep 25 2013",29.42,22690104
"Sep 24 2013",29.80,23954040
"Sep 23 2013",30.28,14856186
"Sep 19 2013",30.45,26207658
"Sep 18 2013",29.85,13234800
"Sep 17 2013",30.02,18027646
"Sep 16 2013",30.20,25991280
"Sep 13 2013",29.78,23054456
"Sep 12 2013",29.90,23353034
"Sep 11 2013",29.80,33163680
"Sep 10 2013",29.82,37447736
